total_value,portfolio_delta,eth_delta,btc_delta,eth_price,btc_price,max_deviation,rebalance_count,total_costs
1009747.7413050913,0.0063923162069996885,0.007755800656952813,0.004188613041550227,2582.86962890625,105714.2734375,0.007755800656952813,3,20.414782723277806
1014880.7005526936,0.00971869769196082,0.012626776063970065,0.004999234945282124,2608.157470703125,105885.8046875,0.012626776063970065,3,20.414782723277806
1018628.2489199886,0.012133240535882094,0.015330235051945505,0.006940808619208907,2622.300537109375,106297.7890625,0.015330235051945505,3,20.414782723277806
1009453.6435679335,0.006089542147957624,0.0050667206761173126,0.007783386406414448,2649.0087890625,106477.078125,0.007783386406414448,4,27.706473931631628
1001809.0021678836,0.0011854747788049458,-0.0007341333627625938,0.004356930470343616,2618.453125,105749.8671875,0.004356930470343616,4,27.706473931631628
998590.7335460132,-0.0008935623060261543,-0.0034407803542796955,0.003307861694034627,2604.31689453125,105528.21875,0.0034407803542796955,4,27.706473931631628
995490.4965555961,-0.0029045508267531556,-0.005758962747158844,0.0017998192853338898,2592.27001953125,105210.4140625,0.005758962747158844,4,27.706473931631628
1000631.0881333803,0.00042553216189424086,-0.0011941034471749826,0.0031035298310362887,2616.04541015625,105485.1015625,0.0031035298310362887,4,27.706473931631628
1000610.2715727049,0.0004120917578403758,-0.0008715390729612168,0.0025364118360037854,2617.733642578125,105365.5234375,0.0025364118360037854,4,27.706473931631628
998898.3149217514,-0.000694487345519912,-0.002260253031699385,0.0018948204324034151,2610.47314453125,105230.40625,0.002260253031699385,4,27.706473931631628
998206.355810479,-0.0011424533089211403,-0.0026638270932013326,0.0013737438326090936,2608.366943359375,105120.796875,0.0026638270932013326,4,27.706473931631628
999969.5003129237,-1.8049786153371417e-06,-0.0011720794266155063,0.0019355031616490632,2616.16064453125,105238.96875,0.0019355031616490632,4,27.706473931631628
999717.2990225113,-0.00016480469773172288,-0.001668414847358022,0.0023221204576194796,2613.56494140625,105320.375,0.0023221204576194796,4,27.706473931631628
997788.3998266935,-0.0014132273015066584,-0.0036746310850082863,0.0023195983982443854,2603.09912109375,105319.84375,0.0036746310850082863,4,27.706473931631628
999754.5577449759,-0.00014072074105277014,-0.0018375202314470365,0.002664297576319081,2612.68115234375,105392.4765625,0.002664297576319081,4,27.706473931631628
1003344.1773537225,0.0021741752270395764,0.0013652852890266543,0.0035145148438236492,2629.470703125,105571.84375,0.0035145148438236492,4,27.706473931631628
1010019.2140021105,0.006450445313491459,0.005259253078262462,0.008422231546265032,2650.029052734375,106613.21875,0.008422231546265032,4,27.706473931631628
1005534.3563503101,0.0035813349753903907,0.0004180844973663667,0.008790185426208996,2624.494140625,106691.7109375,0.008790185426208996,4,27.706473931631628
999994.7595106363,1.4517316702977535e-05,-0.003000192038063582,0.004980863268312571,2606.61279296875,105881.9140625,0.004980863268312571,4,27.706473931631628
1002935.2562712291,0.0019110086650433106,-0.0002356027841357794,0.005455357980976877,2621.065185546875,105982.4453125,0.005455357980976877,4,27.706473931631628
1002810.0533273605,0.0018304048973523076,-0.0005761191553586825,0.005801172074221898,2619.28076171875,106055.7734375,0.005801172074221898,4,27.706473931631628
1004375.5056366835,0.002837284191820608,0.0006054459429911576,0.006521502129232495,2625.477783203125,106208.6796875,0.006521502129232495,4,27.706473931631628
1001432.756429235,0.0009428618356587371,-0.0011896239068684162,0.004464038797174503,2616.06884765625,105772.5234375,0.004464038797174503,4,27.706473931631628
995801.0206753563,-0.0027027632834148697,-0.0060713039609408765,0.002841430013664813,2590.651123046875,105429.8203125,0.0060713039609408765,4,27.706473931631628
999571.332821842,-0.00025916810467088963,-0.0032188448855812167,0.004617237508667829,2605.47314453125,105804.9375,0.004617237508667829,4,27.706473931631628
996377.9691422633,-0.00232806101324273,-0.005513832371407556,0.002917822113944752,2593.541259765625,105445.9296875,0.005513832371407556,4,27.706473931631628
997930.6644309373,-0.0013210443249676003,-0.004154722730851581,0.0033493546339646648,2600.600830078125,105536.9765625,0.004154722730851581,4,27.706473931631628
